Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"3s2.3p3.(4S*).5p"	"5P"	"2"	" 0.67356238"	""	"                                            "	""
"3s2.3p3.(4S*).5p"	"5P"	"3"	" 0.67361736"	""	"                                            "	""
"3s2.3p3.(4S*).5p"	"3P"	"2"	" 0.67678480"	""	"                                            "	""
"3s2.3p3.(4S*).5p"	"3P"	"1"	" 0.67679439"	""	"                                            "	""
"3s2.3p3.(4S*).5p"	"3P"	"0"	" 0.67681308"	""	"                                            "	""
"3s2.3p3.(4S*).4d"	"5D*"	"4"	" 0.6832055"	""	"  95         :     2  3s2.3p3.(4S*).3d 5D*  "	""
"3s2.3p3.(4S*).4d"	"5D*"	"3"	" 0.6832143"	""	"  95         :     2  3s2.3p3.(4S*).3d 5D*  "	""
"3s2.3p3.(4S*).4d"	"5D*"	"2"	" 0.6832242"	""	"  95         :     2  3s2.3p3.(4S*).3d 5D*  "	""
"3s2.3p3.(4S*).4d"	"5D*"	"1"	" 0.6832321"	""	"  95         :     2  3s2.3p3.(4S*).3d 5D*  "	""
"3s2.3p3.(4S*).4d"	"5D*"	"0"	" 0.6832371"	""	"  95         :     2  3s2.3p3.(4S*).3d 5D*  "	""
"3s2.3p3.(4S*).4d"	"3D*"	"1"	" 0.6921251"	""	"  98                                        "	""
"3s2.3p3.(4S*).4d"	"3D*"	"2"	" 0.6921287"	""	"  98                                        "	""
"3s2.3p3.(4S*).4d"	"3D*"	"3"	" 0.6921668"	""	"  98                                        "	""
"3s2.3p3.(4S*).6s"	"5S*"	"2"	" 0.6967918"	""	" 100                                        "	""
"3s2.3p3.(4S*).4f"	"5F"	"4"	" 0.69852963"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"5F"	"5"	" 0.69852965"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"5F"	"3"	" 0.69852988"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"5F"	"2"	" 0.69853004"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"5F"	"1"	" 0.69853036"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"3F"	"4"	" 0.69854382"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"3F"	"3"	" 0.69854388"	""	"                                            "	""
"3s2.3p3.(4S*).4f"	"3F"	"2"	" 0.69854413"	""	"                                            "	""
"3s2.3p3.(4S*).6s"	"3S*"	"1"	" 0.6991300"	""	" 100                                        "	""
"3s2.3p3.(2P*).4s"	"3P*"	"0"	" 0.7029106"	""	"  95         :     3  3s.3p5           3P*  "	""
"3s2.3p3.(2P*).4s"	"3P*"	"1"	" 0.7030438"	""	"  94         :     3  3s.3p5           3P*  "	""
"3s2.3p3.(2P*).4s"	"3P*"	"2"	" 0.7033264"	""	"  95         :     3  3s.3p5           3P*  "	""
"3s2.3p3.(4S*).6p"	"5P"	"1"	" 0.70942814"	""	"                                            "	""
"3s2.3p3.(4S*).6p"	"5P"	"2"	" 0.70945087"	""	"                                            "	""
"3s2.3p3.(2D*).4p"	"1P"	"1"	" 0.70946611"	""	"                                            "	""
"3s2.3p3.(4S*).6p"	"5P"	"3"	" 0.70948014"	""	"                                            "	""
