Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"3p6.3d7.(4F).4p"	"5D*"	"3"	" 1.0291434"	""	"  73             :    13  3d7.(4F).4p      5F*      "	""
"3p6.3d7.(4F).4p"	"5G*"	"5"	" 1.0310159"	""	"  82             :    12  3d7.(4F).4p      3G*      "	""
"3p6.3d7.(4F).4p"	"5D*"	"2"	" 1.0356684"	""	"  78             :     8  3d7.(4F).4p      5G*      "	""
"3p6.3d7.(4F).4p"	"5G*"	"4"	" 1.0361573"	""	"  84             :     8  3d7.(4F).4p      5G*      "	""
"3p6.3d7.(4F).4p"	"5D*"	"1"	" 1.0397156"	""	"  88             :     8  3d7.(4P).4p      5D*      "	""
"3p6.3d7.(4F).4p"	"5G*"	"3"	" 1.0398487"	""	"  86             :     7  3d7.(4F).4p      5F*      "	""
"3p6.3d7.(4F).4p"	"5D*"	"0"	" 1.0415368"	""	"  91             :     8  3d7.(4P).4p      5D*      "	""
"3p6.3d7.(4F).4p"	"5G*"	"2"	" 1.0422253"	""	"  88             :     5  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4F).4p"	"3G*"	"5"	" 1.0504381"	""	"  87             :    13  3d7.(4F).4p      5G*      "	""
"3p6.3d7.(4F).4p"	"3F*"	"4"	" 1.0588188"	""	"  85             :    10  3d7.(4F).4p      3G*      "	""
"3p6.3d7.(4F).4p"	"3G*"	"4"	" 1.0632153"	""	"  83             :     9  3d7.(4F).4p      3F*      "	""
"3p6.3d7.(4F).4p"	"3F*"	"3"	" 1.0684679"	""	"  83             :     8  3d7.(4F).4p      3G*      "	""
"3p6.3d7.(4F).4p"	"3G*"	"3"	" 1.0717079"	""	"  88             :     7  3d7.(4F).4p      3F*      "	""
"3p6.3d7.(4F).4p"	"3F*"	"2"	" 1.0763426"	""	"  92                                                "	""
"3p6.3d7.(4F).4p"	"3D*"	"3"	" 1.0820863"	""	"  90             :     5  3d7.(4F).4p      3F*      "	""
"3p6.3d7.(4F).4p"	"3D*"	"2"	" 1.0905091"	""	"  92                                                "	""
"3p6.3d7.(4F).4p"	"3D*"	"1"	" 1.0960020"	""	"  93                                                "	""
"3p6.3d7.(b 2D).4s"	"3D"	"1"	" 1.1043912"	""	"                                                    "	""
"3p6.3d7.(b 2D).4s"	"3D"	"2"	" 1.1063839"	""	"                                                    "	""
"3p6.3d7.(b 2D).4s"	"3D"	"3"	" 1.1099456"	""	"                                                    "	""
"3p6.3d7.(4P).4p"	"5S*"	"2"	" 1.1143192"	""	"  99                                                "	""
"3p6.3d7.(b 2D).4s"	"1D"	"2"	" 1.1430346"	""	"                                                    "	""
"3p6.3d7.(4P).4p"	"5D*"	"2"	" 1.1838553"	""	"  82             :     7  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4P).4p"	"5D*"	"3"	" 1.1842280"	""	"  84             :     7  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4P).4p"	"5D*"	"1"	" 1.1842640"	""	"  75             :     7  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4P).4p"	"5D*"	"0"	" 1.1863790"	""	"  86             :     8  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4P).4p"	"5D*"	"4"	" 1.1874931"	""	"  93             :     6  3d7.(4F).4p      5D*      "	""
"3p6.3d7.(4P).4p"	"3S*"	"1"	" 1.1925160"	""	"  53             :    12  3d7.(2P).4p      3S*      "	""
"3p6.3d7.(2G).4p"	"3H*"	"5"	" 1.1983207"	""	"  74             :    15  3d7.(2G).4p      1H*      "	""
"3p6.3d7.(2G).4p"	"3F*"	"4"	" 1.2009773"	""	"  41             :    33  3d7.(2G).4p      3H*      "	""
"3p6.3d7.(2G).4p"	"3H*"	"4"	" 1.2042986"	""	"  61             :    28  3d7.(2G).4p      3F*      "	""
"3p6.3d7.(2G).4p"	"3H*"	"6"	" 1.2044089"	""	"  96                                                "	""
"3p6.3d7.(4P).4p"	"5P*"	"2"	" 1.2103290"	""	"  45             :    21  3d7.(2P).4p      3P*      "	""
"3p6.3d7.(2P).4p"	"3P*"	"0"	" 1.210753"	""	"  69             :    19  3d7.(a 2D).4p    3P*      "	""
"3p6.3d7.(4P).4p"	"5P*"	"3"	" 1.2128590"	""	"  71             :    19  3d7.(4P).4p      3D*      "	""
"3p6.3d7.(2G).4p"	"3F*"	"3"	" 1.2134295"	""	"  78             :    11  3d7.(2G).4p      3G*      "	""
"3p6.3d7.(2P).4p"	"3P*"	"1"	" 1.2145067"	""	"  45             :    19  3d7.(4P).4p      3D*      "	""
"3p6.3d7.(2G).4p"	"1G*"	"4"	" 1.2149441"	""	"  47             :    24  3d7.(2G).4p      3F*      "	""
"3p6.3d7.(4P).4p"	"5P*"	"1"	" 1.2150808"	""	"  73             :    20  3d7.(4P).4p      3S*      "	""
"3p6.3d7.(4P).4p"	"3D*"	"3"	" 1.2155477"	""	"  65             :    20  3d7.(4P).4p      5P*      "	""
"3p6.3d7.(4P).4p"	"3D*"	"2"	" 1.2165504"	""	"  42             :    37  3d7.(4P).4p      5P*      "	""
"3p6.3d7.(2P).4p"	"3P*"	"2"	" 1.2178408"	""	"  49             :    10  3d7.(2P).4p      3D*      "	""
"3p6.3d7.(2G).4p"	"3G*"	"5"	" 1.2182911"	""	"  78             :    19  3d7.(2G).4p      1H*      "	""
"3p6.3d7.(4P).4p"	"3D*"	"1"	" 1.2196356"	""	"  54             :    15  3d7.(2P).4p      3D*      "	""
"3p6.3d7.(2G).4p"	"1H*"	"5"	" 1.2230808"	""	"  62             :    23  3d7.(2G).4p      3H*      "	""
"3p6.3d7.(2G).4p"	"3F*"	"2"	" 1.2232111"	""	"  94                                                "	""
"3p6.3d7.(2G).4p"	"3G*"	"3"	" 1.2241487"	""	"  70             :    16  3d7.(2G).4p      1F*      "	""
"3p6.3d7.(2G).4p"	"3G*"	"4"	" 1.2248775"	""	"  73             :    14  3d7.(2G).4p      1G*      "	""
"3p6.3d7.(2G).4p"	"1F*"	"3"	" 1.2304219"	""	"  57             :    15  3d7.(2G).4p      3G*      "	""
"3p6.3d7.(4P).4p"	"3P*"	"0"	" 1.2332624"	""	"  52             :    35  3d7.(2P).4p      1S*      "	""
"3p6.3d7.(4P).4p"	"3P*"	"2"	" 1.2334030"	""	"  75             :    10  3d7.(a 2D).4p    3P*      "	""
"3p6.3d7.(4P).4p"	"3P*"	"1"	" 1.2402226"	""	"  78             :    11  3d7.(2P).4p      3D*      "	""
"3p6.3d7.(2P).4p"	"3D*"	"2"	" 1.2467336"	""	"  41             :    29  3d7.(2P).4p      1D*      "	""
"3p6.3d7.(2P).4p"	"3D*"	"3"	" 1.2481351"	""	"  77             :     8  3d7.(a 2D).4p    3F*      "	""
"3p6.3d7.(2H).4p"	"3G*"	"5"	" 1.2486199"	""	"  94             :     5  3d7.(2F).4p      3G*      "	""
"3p6.3d7.(2P).4p"	"3D*"	"1"	" 1.2517379"	""	"  54             :    15  3d7.(a 2D).4p    3D*      "	""
"3p6.3d7.(2H).4p"	"3I*"	"6"	" 1.2520016"	""	"  74             :    25  3d7.(2H).4p      1I*      "	""
