Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Lande	Leading percentages	Reference
"3d9.(2D).4s.4p.(3P*)"	"2P*"	"1/2"	" 0.4175511"	"0.0000003"	""	"  65             :    33  3d9.(2D).4s.4p.(3P*) 4D*  "	"L10559c152"
"3d9.(2D).4s.4p.(3P*)"	"2P*"	"3/2"	" 0.4180831"	"0.0000003"	"1.22"	"  55             :    35  3d9.(2D).4s.4p.(3P*) 2D*  "	"L10559c152"
"3d9.(2D).4s.4p.(3P*)"	"*"	"3/2"	" 0.4207583"	"0.0000003"	"0.69"	"  40  2P*        :    36  3d9.(2D).4s.4p.(3P*) 2D*  "	"L10559c152"
"3d9.(2D).4s.4p.(3P*)"	"2D*"	"5/2"	" 0.4246354"	"0.0000003"	"1.22"	"  83             :    15  3d9.(2D).4s.4p.(3P*) 4D*  "	"L10559c152"
"3d10.5p"	"2P*"	"3/2"	" 0.45001051"	"0.00000015"	""	"                                                    "	"L18473c152"
"3d10.5p"	"2P*"	"1/2"	" 0.45001341"	"0.00000006"	""	"                                                    "	"L18473c152"
"3d10.4d"	"2D"	"3/2"	" 0.45504298"	"0.00000012"	"0.82"	"                                                    "	"L18473c152,L10559"
"3d10.4d"	"2D"	"5/2"	" 0.45510546"	"0.00000012"	"1.19"	"                                                    "	"L18473c152,L10559"
"3d10.6s"	"2S"	"1/2"	" 0.48159325"	"0.00000003"	"1.99"	"                                                    "	"L18473c152,L10559"
"3d10.6p"	"2P*"	"3/2"	" 0.49922913"	"0.00000005"	""	"                                                    "	"L18473c152"
"3d10.6p"	"2P*"	"1/2"	" 0.50144986"	"0.00000006"	""	"                                                    "	"L18473c152"
"3d10.5d"	"2D"	"3/2"	" 0.50472956"	"0.00000005"	"0.77"	"                                                    "	"L18473c152,L10559"
"3d10.5d"	"2D"	"5/2"	" 0.50476264"	"0.00000005"	"1.22"	"                                                    "	"L18473c152,L10559"
"3d10.4f"	"2F*"	"7/2"	" 0.505082104"	"0.00000012"	""	"                                                    "	"L18473c152"
"3d10.4f"	"2F*"	"5/2"	" 0.505109129"	"0.00000012"	""	"                                                    "	"L18473c152"
"3d9.(2D).4s.4p.(1P*)"	"2F*"	"7/2"	" 0.5105819"	"0.0000006"	""	"  94             :     2  3d8.(3F).4s2.4p      2F*  "	"L10559c152"
"3d9.(2D).4s.4p.(1P*)"	"2P*"	"3/2"	" 0.5134408"	"0.0000005"	""	"  92             :     4  3d8.(3P).4s2.4p      2P*  "	"L10559c152"
"3d9.(2D).4s.4p.(1P*)"	"2D*"	"5/2"	" 0.5162456"	"0.0000004"	"1.17"	"  75             :    15  3d9.(2D).4s.4p.(1P*) 2F*  "	"L10559c152"
"3d10.7s"	"2S"	"1/2"	" 0.51642759"	"0.00000012"	""	"                                                    "	"L18473c152"
"3d10.7p"	"2P*"	"1/2"	" 0.5232426"	"0.0000005"	""	"                                                    "	"L10559c152"
"3d10.6d"	"2D"	"3/2"	" 0.52755979"	"0.00000007"	""	"                                                    "	"L18473c152"
"3d10.6d"	"2D"	"5/2"	" 0.52757828"	"0.00000009"	""	"                                                    "	"L18473c152"
"3d10.5f"	"2F*"	"5/2"	" 0.52767025"	"0.00000005"	""	"                                                    "	"L18473c152"
"3d10.5f"	"2F*"	"7/2"	" 0.52773619"	"0.00000005"	""	"                                                    "	"L18473c152"
"3d10.5g"	"2G"	"9/2"	" 0.52784350"	"0.00000012"	""	"                                                    "	"L18473c152"
"3d10.5g"	"2G"	"7/2"	" 0.52784350"	"0.00000012"	""	"                                                    "	"L18473c152"
"3d10.7p"	"2P*"	"3/2"	" 0.52806621"	"0.00000015"	""	"                                                    "	"L18473c152"
