Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Lande	Leading percentages	Reference
"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"0"	" 0.16824470"	"0.00000006"	""	"  95                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"1"	" 0.16842743"	"0.00000004"	"1.497"	"  95                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"2"	" 0.16881276"	"0.00000003"	"1.496"	"  94                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"3"	" 0.16944051"	"0.00000003"	"1.496"	"  95                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"4"	" 0.17036260"	"0.00000003"	"1.495"	"  95                                            "	"L17885"
"3d3.(4P).4s"	"c 3P"	"0"	" 0.17148314"	"0.00000004"	""	"  94         :     5  3d3.(2P).4s          3P   "	"L17885"
"3d3.(4P).4s"	"c 3P"	"1"	" 0.17155315"	"0.00000003"	""	"  94                                            "	"L17885"
"3d3.(4P).4s"	"c 3P"	"2"	" 0.17233330"	"0.00000003"	"1.54"	"  98                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3F*"	"2"	" 0.17608399"	"0.00000003"	"0.669"	"  87         :    10  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3F*"	"3"	" 0.17698246"	"0.00000003"	"1.087"	"  88         :     9  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3F*"	"4"	" 0.17837118"	"0.00000003"	"1.252"	"  88         :     9  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3D*"	"1"	" 0.18168710"	"0.00000005"	"0.502"	"  85         :     7  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3D*"	"2"	" 0.18230844"	"0.00000004"	"1.168"	"  86         :     8  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d3.(2P).4s"	"a 1P"	"1"	" 0.18282647"	"0.00000004"	"1.03"	"  98                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3D*"	"3"	" 0.18340217"	"0.00000003"	"1.334"	"  85         :     7  3d2.(3P).4s.4p.(3P*) 3D*  "	"L17885"
"3d3.(2D2).4s"	"b 1D"	"2"	" 0.18416203"	"0.00000003"	"1.01"	"  67         :    30  3d3.(2D1).4s         1D   "	"L17885"
"3d3.(2H).4s"	"a 1H"	"5"	" 0.18950348"	"0.00000005"	"1.01"	" 100                                            "	"L17885"
"3d2.(3F).4s.4p.(3P*)"	"z 3G*"	"3"	" 0.19564437"	"0.00000003"	"0.758"	"  96                                            "	"L17885"
