Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"2s2.2p3.(2P*).3d"	"3P*"	"2"	""	"10.6187"	""	""	"  96                                        "	""
"2s2.2p3.(2P*).3d"	"3D*"	"2"	""	"10.6499"	""	""	"  65         :    28  2s2.2p3.(2P*).3d 1D*  "	""
"2s2.2p3.(2P*).3d"	"3D*"	"1"	""	"10.6550"	""	""	"  97                                        "	""
"2s2.2p3.(2P*).3d"	"3D*"	"3"	""	"10.6559"	""	""	"  96                                        "	""
"2s2.2p3.(2P*).3d"	"1D*"	"2"	""	"10.6677"	""	""	"  50         :    32  2s2.2p3.(2P*).3d 3D*  "	""
"2s2.2p3.(2P*).3d"	"1F*"	"3"	""	"10.6989"	""	""	"  92         :     6  2s2.2p3.(2D*).3d 1F*  "	""
"2s.2p4.(4P).3s"	"3P"	"2"	""	"10.9764"	""	""	"                                            "	""
"2s.2p4.(4P).3s"	"3P"	"1"	""	"10.9979"	""	""	"                                            "	""
"2s.2p4.(4P).3s"	"3P"	"0"	""	"11.0076"	""	""	"                                            "	""
"2s2.2p3.(4S*).4s"	"3S*"	"1"	""	"11.1020"	""	""	"                                            "	""
"2s2.2p3.(2D*).4s"	"3D*"	"1"	""	"11.6146"	""	""	"                                            "	""
"2s2.2p3.(2D*).4s"	"3D*"	"2"	""	"11.6146"	""	""	"                                            "	""
"2s2.2p3.(2D*).4s"	"3D*"	"3"	""	"11.6146"	""	""	"                                            "	""
"2s2.2p3.(2D*).4s"	"1D*"	"2"	""	"11.6574"	"?"	""	"                                            "	""
"2s2.2p3.(4S*).4d"	"3D*"	"2"	""	"11.6912"	""	""	"                                            "	""
"2s2.2p3.(4S*).4d"	"3D*"	"3"	""	"11.6912"	""	""	"                                            "	""
"2s2.2p3.(4S*).4d"	"3D*"	"1"	""	"11.6912"	""	""	"                                            "	""
"2s.2p4.(2D).3s"	"3D"	"3"	""	"11.7853"	""	""	"                                            "	""
"2s2.2p3.(2P*).4s"	"3P*"	"2"	""	"11.9273"	"?"	""	"                                            "	""
"2s2.2p3.(2P*).4s"	"1P*"	"1"	""	"11.9524"	""	""	"                                            "	""
"2s2.2p3.(2D*).4d"	"3D*"	"2"	""	"12.2059"	""	""	"                                            "	""
"2s2.2p3.(2D*).4d"	"3D*"	"3"	""	"12.2059"	""	""	"                                            "	""
"2s2.2p3.(2D*).4d"	"3D*"	"1"	""	"12.2059"	""	""	"                                            "	""
"2s2.2p3.(2D*).4d"	"1P*"	"1"	""	"12.2170"	"?"	""	"                                            "	""
"2s2.2p3.(2D*).4d"	"3P*"	"2"	""	"12.2412"	""	""	"                                            "	""
